Mod:Item:MetaData, Localized Name
witchery:daylightcollector, Sun Collector
witchery:bloodcrucible, Blood Crucible
witchery:mirrorblock, Mirror
witchery:mirrorblock2, Mirror
witchery:circle, Heart Glyph
witchery:circleglyphritual, Ritual Glyph
witchery:circleglyphotherwhere, Otherwhere Glyph
witchery:circleglyphinfernal, Infernal Glyph
witchery:spiritflowing, Flowing Spirit
witchery:hollowtears, Flowing Spirit
witchery:disease, Disease
witchery:brew, tile.witchery:brew.name
witchery:brewgas, tile.witchery:brewgas.name
witchery:brewliquid, tile.witchery:brewliquid.name
witchery:clever, Lever
witchery:cwoodendoor, Wooden Door
witchery:cwoodpressureplate, Pressure Plate
witchery:cstonepressureplate, Pressure Plate
witchery:csnowpressureplate, Snow Pressure Plate
witchery:cbuttonwood, Button
witchery:cbuttonstone, Button
IguanaTweaksTConstruct:skullBlock, tile.iguana.tcon.skull.name
arsmagica2:essenceRefiner, Essence Refiner
arsmagica2:mageTorch, Mage Light
arsmagica2:essenceConduit, Etherium Conduit
arsmagica2:obelisk, Obelisk
arsmagica2:calefactor, Calefactor
arsmagica2:keystoneReceptacle, Keystone Receptacle
arsmagica2:astralBarrier, Astral Barrier
arsmagica2:blackAurem, Black Aurem
arsmagica2:celestialPrism, Celestial Prism
arsmagica2:seerStone, Seer Stone
arsmagica2:vinteumOre:0, Vinteum Ore
arsmagica2:vinteumOre:1, Chimerite Ore
arsmagica2:vinteumOre:2, Blue Topaz Ore
arsmagica2:vinteumOre:3, Moonstone Ore
arsmagica2:vinteumOre:4, Sunstone Ore
arsmagica2:vinteumOre:5, Moonstone Block
arsmagica2:vinteumOre:6, Vinteum Block
arsmagica2:vinteumOre:7, Blue Topaz Block
arsmagica2:vinteumOre:8, Sunstone Block
arsmagica2:vinteumOre:9, Chimerite Block
arsmagica2:blueOrchid, Cerublossom
arsmagica2:desertNova, Desert Nova
arsmagica2:keystoneChest, Keystone Chest
arsmagica2:blockLectern, Lectern
arsmagica2:manaBattery, Mana Battery
arsmagica2:blockArcaneReconstructor, Arcane Reconstructor
arsmagica2:magicWall, Magic Wall
arsmagica2:occulus, Occulus
arsmagica2:CraftingAltar, Crafting Altar
arsmagica2:SpellRune, Spell Rune
arsmagica2:VinteumTorch, Vinteum Torch
arsmagica2:ParticleEmitter, Particle Emitter
arsmagica2:InscriptionTable, Inscription Table
arsmagica2:invisibleUtility, tile.arsmagica2:invisibleUtility.name
arsmagica2:Aum, Aum
arsmagica2:TarmaRoot, Tarma Root
arsmagica2:WitchwoodLog, Witchwood Log
arsmagica2:WitchwoodLeaves, Witchwood Leaves
arsmagica2:Summoner, Summoner
arsmagica2:liquidEssence, Liquid Etherium
arsmagica2:redstoneInlay, Redstone Inlay
arsmagica2:ironInlay, Iron Inlay
arsmagica2:goldInlay, Gold Inlay
arsmagica2:planksWitchwood, Witchwood Planks
arsmagica2:stairsWitchwood, Witchwood Stairs
arsmagica2:saplingWitchwood, Witchwood Sapling
arsmagica2:magiciansWorkbench, Magician's Workbench
arsmagica2:everstone, Everstone
arsmagica2:keystoneDoor, Keystone Door
arsmagica2:keystoneTrapDoor, Keystone Trapdoor
arsmagica2:slipstreamGenerator, Slipstream Generator
arsmagica2:elementalAttuner, Flicker Habitat
arsmagica2:wizardChalk, Wizard's Chalk Rune
arsmagica2:inertSpawner, Inert Spawner
arsmagica2:candle, Placed Warding Candle
arsmagica2:brokenLinkBlock, Broken Power Link
arsmagica2:armorInfuser, Armor Imbuement Table
arsmagica2:flickerLure, Flicker Lure
arsmagica2:arcaneDeconstructor, Arcane Deconstructor
arsmagica2:wakebloom, Wakebloom
arsmagica2:otherworldAura, Otherworld Aura
arsmagica2:spellSealedDoor, Spell-Sealed Door
arsmagica2:witchwoodSingleSlab:0, Witchwood Slab
arsmagica2:witchwoodDoubleSlab:0, Witchwood Slab
arsmagica2:illusionBlock:0, Illusion Block
arsmagica2:illusionBlock:1, Ethereal Illusion Block
arsmagica2:crystalMarker:0, Import Crystal
arsmagica2:crystalMarker:1, Export Crystal
arsmagica2:crystalMarker:2, Mimic Export Crystal
arsmagica2:crystalMarker:3, Set Export Crystal
arsmagica2:crystalMarker:4, Regulate Export Crystal
arsmagica2:crystalMarker:5, Regulate Bidirectional Crystal
arsmagica2:crystalMarker:6, Set Import Crystal
arsmagica2:crystalMarker:7, Final Export Crystal
arsmagica2:crystalMarker:8, Spell Export Crystal
arsmagica2:spellBase, item.arsmagica2:spell_base.name
arsmagica2:itemOre:0, Vinteum Dust
arsmagica2:itemOre:1, Arcane Compound
arsmagica2:itemOre:2, Arcane Ash
arsmagica2:itemOre:3, Purified Vinteum Dust
arsmagica2:itemOre:4, Chimerite
arsmagica2:itemOre:5, Blue Topaz
arsmagica2:itemOre:6, Sunstone
arsmagica2:itemOre:7, Moonstone
arsmagica2:itemOre:8, Pig Fat
arsmagica2:essence:0, Arcane Essence
arsmagica2:essence:1, Earth Essence
arsmagica2:essence:2, Air Essence
arsmagica2:essence:3, Fire Essence
arsmagica2:essence:4, Water Essence
arsmagica2:essence:5, Nature Essence
arsmagica2:essence:6, Ice Essence
arsmagica2:essence:7, Lightning Essence
arsmagica2:essence:8, Life Essence
arsmagica2:essence:9, Ender Essence
arsmagica2:essence:10, Pure Essence
arsmagica2:essence:11, High Essence Core
arsmagica2:essence:12, Base Essence Core
arsmagica2:essenceBag, Essence Bag
arsmagica2:spellParchment, Spell Parchment
arsmagica2:spellBook, item.arsmagica2:spell_book.name
arsmagica2:rune:0, Black Rune
arsmagica2:rune:1, Blank Rune
arsmagica2:rune:2, Blue Rune
arsmagica2:rune:3, Brown Rune
arsmagica2:rune:4, Cyan Rune
arsmagica2:rune:5, Gray Rune
arsmagica2:rune:6, Green Rune
arsmagica2:rune:7, Light Blue Rune
arsmagica2:rune:8, Light Gray Rune
arsmagica2:rune:9, Lime Rune
arsmagica2:rune:10, Magenta Rune
arsmagica2:rune:11, Orange Rune
arsmagica2:rune:12, Pink Rune
arsmagica2:rune:13, Purple Rune
arsmagica2:rune:14, Red Rune
arsmagica2:rune:15, White Rune
arsmagica2:rune:16, Yellow Rune
arsmagica2:rune:17, Infinity Orb
arsmagica2:rune:18, Infinity Orb
arsmagica2:rune:19, Infinity Orb
arsmagica2:rune:20, Rune of Debugging
arsmagica2:lesserFocus, Lesser Focus
arsmagica2:standardFocus, Standard Focus
arsmagica2:greaterFocus, Greater Focus
arsmagica2:manaFocus, Mana Focus
arsmagica2:chargeFocus, Charge Focus
arsmagica2:playerFocus, Player Focus
arsmagica2:mobFocus, Monster Focus
arsmagica2:itemFocus, Item Focus
arsmagica2:creatureFocus, Creature Focus
arsmagica2:blueChalk, Wizard's Chalk
arsmagica2:manaCake, Mana Cake
arsmagica2:keystone, Keystone
arsmagica2:bookAffinity:0, Affinity Tome: NONE
arsmagica2:bookAffinity:1, Affinity Tome: ARCANE
arsmagica2:bookAffinity:2, Affinity Tome: WATER
arsmagica2:bookAffinity:3, Affinity Tome: FIRE
arsmagica2:bookAffinity:4, Affinity Tome: EARTH
arsmagica2:bookAffinity:5, Affinity Tome: AIR
arsmagica2:bookAffinity:6, Affinity Tome: LIGHTNING
arsmagica2:bookAffinity:7, Affinity Tome: ICE
arsmagica2:bookAffinity:8, Affinity Tome: NATURE
arsmagica2:bookAffinity:9, Affinity Tome: LIFE
arsmagica2:bookAffinity:10, Affinity Tome: ENDER
arsmagica2:lesserManaPotion, Lesser Mana Potion
arsmagica2:standardManaPotion, Standard Mana Potion
arsmagica2:greaterManaPotion, Greater Mana Potion
arsmagica2:epicManaPotion, Epic Mana Potion
arsmagica2:legendaryManaPotion, Legendary Mana Potion
arsmagica2:manaPotionBundle:3, Lesser Mana Potion Bundle
arsmagica2:manaPotionBundle:259, Standard Mana Potion Bundle
arsmagica2:manaPotionBundle:515, Greater Mana Potion Bundle
arsmagica2:manaPotionBundle:771, Epic Mana Potion Bundle
arsmagica2:manaPotionBundle:1027, Legendary Mana Potion Bundle
arsmagica2:mageHood, Mage Hood
arsmagica2:mageArmor, Mage Robes
arsmagica2:mageLeggings, Mage Leggings
arsmagica2:mageBoots, Mage Boots
arsmagica2:battlemageHood, Battlemage Circlet
arsmagica2:battlemageArmor, Battlemage Armor
arsmagica2:battlemageLeggings, Battlemage Leggings
arsmagica2:battlemageBoots, Battlemage Boots
arsmagica2:BoundHoeNor, Bound Hoe
arsmagica2:BoundShovelNor, Bound Shovel
arsmagica2:BoundAxeNor, Bound Axe
arsmagica2:BoundPickaxeNor, Bound Pickaxe
arsmagica2:BoundSwordNor, Bound Sword
arsmagica2:AMSpawnEgg:0, Spawn Mana Creeper
arsmagica2:AMSpawnEgg:1, Spawn Dryad
arsmagica2:AMSpawnEgg:2, Spawn Hecate
arsmagica2:AMSpawnEgg:3, Spawn Mage Villager
arsmagica2:AMSpawnEgg:4, Spawn Mana Elemental
arsmagica2:AMSpawnEgg:5, Spawn Water Elemental
arsmagica2:AMSpawnEgg:6, Spawn Light Mage
arsmagica2:AMSpawnEgg:7, Spawn Dark Mage
arsmagica2:AMSpawnEgg:8, Spawn Hell Cow
arsmagica2:AMSpawnEgg:9, Spawn Flicker
arsmagica2:AMSpawnEgg:10, Spawn Earth Elemental
arsmagica2:AMSpawnEgg:11, Spawn Fire Elemental
arsmagica2:AMSpawnEgg:12, Spawn Darkling
arsmagica2:AMSpawnEgg:13, Spawn Nature Guardian
arsmagica2:AMSpawnEgg:14, Spawn Arcane Guardian
arsmagica2:AMSpawnEgg:15, Spawn Earth Guardian
arsmagica2:AMSpawnEgg:16, Spawn Water Guardian
arsmagica2:AMSpawnEgg:17, Spawn Winter Guardian
arsmagica2:AMSpawnEgg:18, Spawn Air Guardian
arsmagica2:AMSpawnEgg:19, Spawn Fire Guardian
arsmagica2:AMSpawnEgg:20, Spawn Life Guardian
arsmagica2:AMSpawnEgg:21, Spawn Lightning Guardian
arsmagica2:AMSpawnEgg:22, Spawn Ender Guardian
arsmagica2:deficitCrystal, Deficit Crystal
arsmagica2:crystal_wrench, Crystal Wrench
arsmagica2:ArcaneCompendium, Arcane Compendium
arsmagica2:SpellComponent, item.null.name
arsmagica2:Crystal Phylactery, Crystal Phylactery
arsmagica2:liquidEssenceBucket, Bucket of Liquid Etherium
arsmagica2:natureScythe, §6Nature's Scythe§f
arsmagica2:magitechStaff, Magitech's Staff
arsmagica2:liquidEssenceBottle, Infused Etherium Potion
arsmagica2:bindingCatalyst:0, Binding Catalyst: Pickaxe
arsmagica2:bindingCatalyst:1, Binding Catalyst: Axe
arsmagica2:bindingCatalyst:3, Binding Catalyst: Shovel
arsmagica2:bindingCatalyst:2, Binding Catalyst: Sword
arsmagica2:bindingCatalyst:4, Binding Catalyst: Hoe
arsmagica2:evilBook, Evil-Looking Book
arsmagica2:woodenLeg, Wooden Leg
arsmagica2:cowHorn, Hell Cow's Horn
arsmagica2:magicBroom, Magic Broom
arsmagica2:arcane_spellbook, item.arsmagica2:arcane_spellbook.name
arsmagica2:winter_arm, §6Winter's Grasp§f
arsmagica2:air_sled, §6Air Sled§f
arsmagica2:earth_armor, §6Earth Armor§f
arsmagica2:water_orbs, §6Water Orbs§f
arsmagica2:fire_ears, §6Antenna of the Fire Guardian§f
arsmagica2:workbenchUpgrade, Magician's Workbench Upgrade: Crafting
arsmagica2:keystoneDoorPlacer:0, Keystone Door
arsmagica2:keystoneDoorPlacer:1, Spell-Sealed Door
arsmagica2:enderBoots, §6Ender Boots§f
arsmagica2:wardingCandle:0, Warding Candle (Unattuned)
arsmagica2:magitechGoggles, Magitech Goggles
arsmagica2:flickerJar:0, Empty Flicker Jar
arsmagica2:flickerJar:1, Arcane Flicker Jar
arsmagica2:flickerJar:2, Water Flicker Jar
arsmagica2:flickerJar:3, Fire Flicker Jar
arsmagica2:flickerJar:4, Earth Flicker Jar
arsmagica2:flickerJar:5, Air Flicker Jar
arsmagica2:flickerJar:6, Lightning Flicker Jar
arsmagica2:flickerJar:7, Ice Flicker Jar
arsmagica2:flickerJar:8, Nature Flicker Jar
arsmagica2:flickerJar:9, Life Flicker Jar
arsmagica2:flickerJar:10, Ender Flicker Jar
arsmagica2:runeBag, Rune Bag
arsmagica2:lightningCharm, §6Lightning Charm§f
arsmagica2:lifeWard, §6Life Ward§f
arsmagica2:playerjournal, Journal
arsmagica2:manaMartini, Mana Martini
arsmagica2:inscriptionUpgrade:0, Inscription Table Tier 1 Upgrade
arsmagica2:inscriptionUpgrade:1, Inscription Table Tier 2 Upgrade
arsmagica2:inscriptionUpgrade:2, Inscription Table Tier 3 Upgrade
DCsAppleMilk:defeatedcrow.grater, Grater
DCsAppleMilk:defeatedcrow.firestarter, Fire Starter
DCsAppleMilk:defeatedcrow.chalcedonyStoneCutter, Chalcedony Stone Cutter
DCsAppleMilk:defeatedcrow.chalcedonyKnife, Chalcedony Knife
DCsAppleMilk:defeatedcrow.chalcedonyShears, Pruning Shears
DCsAppleMilk:defeatedcrow.monocle, Chalcedony Monocle
DCsAppleMilk:defeatedcrow.onixSword, Black Onyx Sword
DCsAppleMilk:defeatedcrow.chopsticks:0, Chopsticks
DCsAppleMilk:defeatedcrow.chopsticks:1, Wooden Spoon
DCsAppleMilk:defeatedcrow.yuzuGatling, Yuzu Gatling Gun
DCsAppleMilk:defeatedcrow.fossilCannon, Fossil Cannon
DCsAppleMilk:defeatedcrow.debugArm, item.defeatedcrow.debugArm.name
DCsAppleMilk:defeatedcrow.bakedApple, Baked Apple
DCsAppleMilk:defeatedcrow.appleTart:0, Apple Tart
DCsAppleMilk:defeatedcrow.appleTart:1, Cassis Tart
DCsAppleMilk:defeatedcrow.appleTart:2, Yuzu Mousse Cake
DCsAppleMilk:defeatedcrow.appleTart:3, Apricot Mousse Cake
DCsAppleMilk:defeatedcrow.appleSandwich:0, Apple Sandwich
DCsAppleMilk:defeatedcrow.appleSandwich:1, Egg Sandwich
DCsAppleMilk:defeatedcrow.appleSandwich:2, Cassis Sandwich
DCsAppleMilk:defeatedcrow.appleSandwich:3, Yuzu Sandwich
DCsAppleMilk:defeatedcrow.toffyApple, Toffee Apple
DCsAppleMilk:defeatedcrow.icyToffyApple:0, Icy Toffee Apple
DCsAppleMilk:defeatedcrow.icyToffyApple:1, Toffee Apple of Wind
DCsAppleMilk:defeatedcrow.icyToffyApple:2, Golden Toffee Apple
DCsAppleMilk:defeatedcrow.icyToffyApple:3, Green Toffee Apple
DCsAppleMilk:defeatedcrow.icyToffyApple:4, Cassis Candy
DCsAppleMilk:defeatedcrow.icyToffyApple:5, Mint Candy
DCsAppleMilk:defeatedcrow.icyToffyApple:6, Yuzu Candy
DCsAppleMilk:defeatedcrow.condensedMilk:0, Milk Candy
DCsAppleMilk:defeatedcrow.condensedMilk:1, Animal Glue
DCsAppleMilk:defeatedcrow.condensedMilk:2, Kayaku
DCsAppleMilk:defeatedcrow.condensedMilk:3, Chalcedony Gear
DCsAppleMilk:defeatedcrow.condensedMilk:4, Crushed Ice
DCsAppleMilk:defeatedcrow.condensedMilk:5, Glass Dust
DCsAppleMilk:defeatedcrow.condensedMilk:6, Clam Dust
DCsAppleMilk:defeatedcrow.condensedMilk:7, Iron Nugget
DCsAppleMilk:defeatedcrow.condensedMilk:8, Tin Nugget
DCsAppleMilk:defeatedcrow.condensedMilk:9, Copper Nugget
DCsAppleMilk:defeatedcrow.condensedMilk:10, Silver Nugget
DCsAppleMilk:defeatedcrow.condensedMilk:11, Steel Nugget
DCsAppleMilk:defeatedcrow.condensedMilk:12, Lead Nugget
DCsAppleMilk:defeatedcrow.condensedMilk:13, Bronze Nugget
DCsAppleMilk:defeatedcrow.condensedMilk:14, Flint Nugget
DCsAppleMilk:defeatedcrow.milkCandy:0, Condensed Milk
DCsAppleMilk:defeatedcrow.milkCandy:1, Cassis Preserve
DCsAppleMilk:defeatedcrow.milkCandy:2, Sweet Mint Sauce
DCsAppleMilk:defeatedcrow.milkCandy:3, Yuzu Marmalade
DCsAppleMilk:defeatedcrow.chocolateFruits:0, Almond Chocolate
DCsAppleMilk:defeatedcrow.chocolateFruits:1, Peanut Chocolate
DCsAppleMilk:defeatedcrow.chocolateFruits:2, Crushed Nut Chocolate
DCsAppleMilk:defeatedcrow.chocolateFruits:3, Strawberry Chocolate
DCsAppleMilk:defeatedcrow.chocolateFruits:4, Cherry Chocolate
DCsAppleMilk:defeatedcrow.chocolateFruits:5, Berry Chocolate
DCsAppleMilk:defeatedcrow.chocolateFruits:6, Banana Chocolate
DCsAppleMilk:defeatedcrow.chocolateFruits:7, Cereal Chocolate Bar
DCsAppleMilk:defeatedcrow.chocolateFruits:8, Chocolate Bread
DCsAppleMilk:defeatedcrow.chocolateFruits:9, Cookie Chocolate
DCsAppleMilk:defeatedcrow.chocolateFruits:10, Chocolate Truffles
DCsAppleMilk:defeatedcrow.chocolateFruits:11, Chocolate Candy
DCsAppleMilk:defeatedcrow.chocolateFruits:12, Chocolate Apple
DCsAppleMilk:defeatedcrow.chocolateFruits:13, Chocolate Plate
DCsAppleMilk:defeatedcrow.leafTea:0, Raw Tea Leaves
DCsAppleMilk:defeatedcrow.leafTea:1, Mint Leaves
DCsAppleMilk:defeatedcrow.leafTea:2, Cassis Fruits
DCsAppleMilk:defeatedcrow.leafTea:3, Yuzu
DCsAppleMilk:defeatedcrow.leafTea:4, Camellia Fruits
DCsAppleMilk:defeatedcrow.seedMint, Mint Seeds
DCsAppleMilk:defeatedcrow.clam:0, Clam
DCsAppleMilk:defeatedcrow.clam:1, Cooked Clam
DCsAppleMilk:defeatedcrow.clam:2, Burnt Meat
DCsAppleMilk:defeatedcrow.clam:3, Black Egg
DCsAppleMilk:defeatedcrow.foodTea:0, Green Tea Leaves
DCsAppleMilk:defeatedcrow.foodTea:1, Tea Leaves
DCsAppleMilk:defeatedcrow.foodTea:2, Earl Gray Leaves
DCsAppleMilk:defeatedcrow.foodTea:3, Apple Tea Leaves
DCsAppleMilk:defeatedcrow.foodTea:4, Oxidized Tea Leaves
DCsAppleMilk:defeatedcrow.gratedApple:0, Grated Apple
DCsAppleMilk:defeatedcrow.gratedApple:1, Grated Fruit
DCsAppleMilk:defeatedcrow.gratedApple:2, Honey Lemon Slices
DCsAppleMilk:defeatedcrow.gratedApple:9, Orange Slices
DCsAppleMilk:defeatedcrow.gratedApple:3, Coffee Powder
DCsAppleMilk:defeatedcrow.gratedApple:4, Ganache
DCsAppleMilk:defeatedcrow.gratedApple:5, Grated Lime
DCsAppleMilk:defeatedcrow.gratedApple:6, Grated Tomato
DCsAppleMilk:defeatedcrow.gratedApple:7, Grated Berry
DCsAppleMilk:defeatedcrow.gratedApple:8, Grated Grape
DCsAppleMilk:defeatedcrow.mincedFoods:0, Minced Mushrooms
DCsAppleMilk:defeatedcrow.mincedFoods:1, Minced Fish and Vegetables
DCsAppleMilk:defeatedcrow.mincedFoods:2, Minced Chicken and Rice
DCsAppleMilk:defeatedcrow.mincedFoods:3, Washed Rice
DCsAppleMilk:defeatedcrow.mincedFoods:4, Ingredients of Kayakumeshi
DCsAppleMilk:defeatedcrow.mincedFoods:5, Ingredients of Tofu-Nabe
DCsAppleMilk:defeatedcrow.mincedFoods:6, Minced pumpkin
DCsAppleMilk:defeatedcrow.mincedFoods:7, Minced BLT
DCsAppleMilk:defeatedcrow.mincedFoods:9, Ingredients of Miso Soup
DCsAppleMilk:defeatedcrow.mincedFoods:10, Ingredients of Clam Soup
DCsAppleMilk:defeatedcrow.mincedFoods:8, Minced Chocolate
DCsAppleMilk:defeatedcrow.yeast:0, Ale Yeast
DCsAppleMilk:defeatedcrow.yeast:1, CO2 Cylinder
DCsAppleMilk:defeatedcrow.moromi:0, Moromi
DCsAppleMilk:defeatedcrow.moromi:1, Wort
DCsAppleMilk:defeatedcrow.moromi:2, Fermented grape
DCsAppleMilk:defeatedcrow.moromi:3, Fermented Syrup
DCsAppleMilk:defeatedcrow.moromi:4, Fermented Potato
DCsAppleMilk:defeatedcrow.itemBottle:48, Shothu Bottle
DCsAppleMilk:defeatedcrow.itemBottle:49, Sake Bottle
DCsAppleMilk:defeatedcrow.itemBottle:50, Beer Bottle
DCsAppleMilk:defeatedcrow.itemBottle:51, Wine Bottle
DCsAppleMilk:defeatedcrow.itemBottle:52, Gin Bottle
DCsAppleMilk:defeatedcrow.itemBottle:53, Rum Bottle
DCsAppleMilk:defeatedcrow.itemBottle:54, Vodka Bottle
DCsAppleMilk:defeatedcrow.itemBottle:55, Whiskey Bottle
DCsAppleMilk:defeatedcrow.itemBottle:56, Brandy Bottle
DCsAppleMilk:defeatedcrow.itemCordial:0, Apple Liqueur Bottle
DCsAppleMilk:defeatedcrow.itemCordial:3, Apple Liqueur Bottle
DCsAppleMilk:defeatedcrow.itemCordial:4, Tea Liqueur Bottle
DCsAppleMilk:defeatedcrow.itemCordial:7, Tea Liqueur Bottle
DCsAppleMilk:defeatedcrow.itemCordial:8, Cassis Liqueur Bottle
DCsAppleMilk:defeatedcrow.itemCordial:11, Cassis Liqueur Bottle
DCsAppleMilk:defeatedcrow.itemCordial:12, Plum Liqueur Bottle
DCsAppleMilk:defeatedcrow.itemCordial:15, Plum Liqueur Bottle
DCsAppleMilk:defeatedcrow.itemCordial:16, Amaretto Liqueur Bottle
DCsAppleMilk:defeatedcrow.itemCordial:19, Amaretto Liqueur Bottle
DCsAppleMilk:defeatedcrow.basesoupitem:0, Hot Water Bowl
DCsAppleMilk:defeatedcrow.basesoupitem:1, Choclate Bowl
DCsAppleMilk:defeatedcrow.basesoupitem:2, Oil Bowl
DCsAppleMilk:defeatedcrow.basesoupitem:8, Cheese Bowl
DCsAppleMilk:defeatedcrow.battery:0, Disposable Battery
DCsAppleMilk:defeatedcrow.battery:1, Advanced Disposable Battery
DCsAppleMilk:defeatedcrow.battery:2, Citrus Battery
DCsAppleMilk:defeatedcrow.slotPanel, Slot Panel
DCsAppleMilk:defeatedcrow.jawPlate:0, Sterilized Jaw Plate
DCsAppleMilk:defeatedcrow.jawPlate:1, Stone Jaw Plate
DCsAppleMilk:defeatedcrow.jawPlate:2, Chalcedony Jaw Plate
DCsAppleMilk:defeatedcrow.jawPlate:3, Iron Jaw Plate
DCsAppleMilk:defeatedcrow.jawPlate:4, Steel Jaw Plate
DCsAppleMilk:defeatedcrow.jawPlate:5, Alloy Jaw Plate
DCsAppleMilk:defeatedcrow.dustWood:0, Wooden Dust
DCsAppleMilk:defeatedcrow.dustWood:1, Charcoal Dust
DCsAppleMilk:defeatedcrow.dustWood:2, Ash
DCsAppleMilk:defeatedcrow.dustWood:3, Oil Cake
DCsAppleMilk:defeatedcrow.essentialOil:0, Essential Oil (Apple)
DCsAppleMilk:defeatedcrow.essentialOil:1, Essential Oil (Rose)
DCsAppleMilk:defeatedcrow.essentialOil:2, Essential Oil (Mint)
DCsAppleMilk:defeatedcrow.essentialOil:3, Essential Oil (Yuzu)
DCsAppleMilk:defeatedcrow.essentialOil:4, Essential Oil (Clam)
DCsAppleMilk:defeatedcrow.essentialOil:5, Essential Oil (Ice)
DCsAppleMilk:defeatedcrow.essentialOil:6, Essential Oil (Lavender)
DCsAppleMilk:defeatedcrow.essentialOil:7, Essential Oil (Vanilla)
DCsAppleMilk:defeatedcrow.essentialOil:8, Essential Oil (Sandalwood)
DCsAppleMilk:defeatedcrow.essentialOil:9, Essential Oil (AloesWood)
DCsAppleMilk:defeatedcrow.essentialOil:10, Essential Oil (Frankincense)
DCsAppleMilk:defeatedcrow.incense_rose, Incense Cone (Heal)
DCsAppleMilk:defeatedcrow.incense_apple, Incense Cone (Jump)
DCsAppleMilk:defeatedcrow.incense_mint, Incense Cone (Haste)
DCsAppleMilk:defeatedcrow.incense_clam, Incense Cone (Growth)
DCsAppleMilk:defeatedcrow.incense_ice, Incense Cone (Freeze)
DCsAppleMilk:defeatedcrow.incense_lavender, Incense Cone (Calm)
DCsAppleMilk:defeatedcrow.incense_sandalwood, Incense Cone (Hypnotic)
DCsAppleMilk:defeatedcrow.incense_aloeswood, Incense Cone (Tranquilizer)
DCsAppleMilk:defeatedcrow.incense_frankincense, Incense Cone (Sanctum)
DCsAppleMilk:defeatedcrow.incense_yuzu, Incense Cone (Clear)
DCsAppleMilk:defeatedcrow.incense_vanilla, Incense Cone (Fermentation)
DCsAppleMilk:defeatedcrow.inkStick, Ink Stick
DCsAppleMilk:defeatedcrow.icyCrystal:0, Icy Crystal
DCsAppleMilk:defeatedcrow.princessClam:0, Princess Clam
DCsAppleMilk:defeatedcrow.princessClam:1, Raden Charm (Flower)
DCsAppleMilk:defeatedcrow.princessClam:2, Raden Charm (Butterfly)
DCsAppleMilk:defeatedcrow.princessClam:3, Raden Charm (Wind)
DCsAppleMilk:defeatedcrow.princessClam:4, Raden Charm (Moon)
DCsAppleMilk:defeatedcrow.stickCarbon, Carbon Stick
